Name,Longitude,Latitude,cvRatio
MACA,-57.5,-25.0,1.3368421052631578
MACEDONIAN,21.75,41.67,1.4078947368421053
MACEDONIAN_ARLI_ROMANI,21.63,42.08,1.5194805194805194
MACEDONIAN_DZAMBAZI_ROMANIAN,21.72,42.13,1.6521739130434783
MACHAME,37.0,-3.33,0.9516129032258065
MACHIGUENGA,-72.67,-12.0,1.0222222222222221
MACUNA,-70.17,-0.33,0.7961165048543689
MACUSHI,-60.0,4.0,1.0
MADA,8.25,8.75,1.8461538461538463
MADAK,152.0,-3.25,1.02020202020202
MADAKA,6.58,10.17,0.8857142857142857
MADA_CAMEROON,14.17,10.83,1.4036697247706422
MADI,146.42,-5.67,0.9367088607594937
MADIJA,-70.5,-6.0,0.9375
MADIMADI,143.5,-34.5,1.0803571428571428
MADI_3,146.42,-5.67,1.0649350649350648
MADOLE,127.75,1.42,0.6932515337423313
MADURESE,113.5,-7.0,1.2820512820512822
MADYAN_PASHTO,72.52,35.16,1.3333333333333333
MAE,167.25,-16.0,1.4107142857142858
MAE_ORAP,167.28,-15.97,1.3888888888888888
MAFA,13.9,11.0,1.515625
MAFEA,167.23,-15.4,0.8024691358024691
MAGAR,83.0,28.0,1.8461538461538463
MAGAR_2,83.0,28.0,1.8275862068965518
MAGA_RUKAI,120.83,22.83,1.0625
MAGHDI,11.02,9.29,1.3018867924528301
MAGORI,149.5,-10.33,0.6419753086419753
MAGUAN_TAI,104.39,23.01,1.05
MAGUINDANAO,124.5,6.83,1.1012658227848102
MAHONGWE_SAMA,14.0,0.67,0.9552238805970149
MAH_MERI,101.5,2.83,1.76
MAIANA,145.25,-4.5,1.1095890410958904
MAIBI,144.17,-5.33,1.2289156626506024
MAII,168.18,-16.79,1.1081081081081081
MAILOA,127.5,0.0,1.1666666666666667
MAILU,149.3,-10.33,0.6818181818181818
MAILU_2,149.3,-10.33,0.5824175824175825
MAIRASI,134.0,-3.5,0.8839285714285714
MAISIN,148.8,-9.12,0.9545454545454546
MAIWA,149.25,-9.67,0.8490566037735849
MAIWA_2,149.25,-9.67,1.0
MAI_BRAT,132.5,-1.33,0.9767441860465116
MAJI,36.5,6.16,0.9875
MAK,107.6,25.6,1.8571428571428572
MAKAA_2,12.25,3.42,1.6222222222222222
MAKAA_NIGERIA,11.92,11.5,1.175
MAKAH,-124.67,48.33,1.3333333333333333
MAKARY_KOTOKO,14.5,12.5,1.275
MAKASAE,126.6,-8.5,0.7469879518072289
MAKASAR,119.6,-5.42,1.12
MAKASSARESE,119.58,-5.42,1.1313131313131313
MAKAYAM,143.08,-8.33,0.7307692307692307
MAKHUWA_MEETTO_3,38.69,-11.96,1.0326086956521738
MAKOMA,22.62,-15.78,0.9552238805970149
MAKONDE,40.0,-11.0,1.072289156626506
MAKONDE_3,39.5,-11.0,1.2352941176470589
MAKONDE_4,39.5,-11.0,1.2027027027027026
MAKU,-61.66,3.42,0.96875
MAKURAP,-62.5,-12.5,1.0714285714285714
MAKUSHI,-60.0,4.0,0.8782608695652174
MAKWA_ALUA,38.67,-15.0,1.1282051282051282
MAKWA_ILE,38.67,-15.0,1.0921052631578947
MAKWA_MALEMA,38.67,-15.0,0.987012987012987
MAKWA_NAMPULA,38.67,-15.0,1.037037037037037
MAK_NIGERIA,11.17,9.33,1.4074074074074074
MAL,101.25,19.33,1.9615384615384615
MALAGASY_AMBOSITRA,47.25,-20.52,0.8712871287128713
MALAGASY_ANATANKARANA_AMBILOBE,49.05,-13.18,0.8910891089108911
MALAGASY_ANATANKARANA_ANTALAHA,50.27,-14.88,0.8333333333333334
MALAGASY_ANATANKARANA_VOHEMAR,50.0,-13.37,0.8712871287128713
MALAGASY_ANTAISAKA,47.49,-23.35,0.7920792079207921
MALAGASY_ANTAMBAHOAKA,48.0,-21.09,0.8623853211009175
MALAGASY_ANTANKARANA,49.15,-13.34,0.8773584905660378
MALAGASY_BARA,45.75,-23.0,0.8333333333333334
MALAGASY_BARA_BETROKA,46.08,-23.28,0.8470588235294118
MALAGASY_BETSIMISARAKA,49.36,-18.3,0.88
MALAGASY_FIANARANTSOA,47.09,-21.45,0.8557692307692307
MALAGASY_MAHAFALY,44.5,-24.0,0.8636363636363636
MALAGASY_MASIKORO_MIARY,44.4,-23.3,0.8433734939759037
MALAGASY_MERINA,47.52,-18.93,0.8448275862068966
MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,49.4,-17.38,0.9381443298969072
MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,47.08,-21.45,0.9270833333333334
MALAGASY_PLATEAU_MERINA_ANTANANARIVO,47.52,-18.9,0.9285714285714286
MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,48.42,-17.87,0.8247422680412371
MALAGASY_SAKALAVA_1,44.32,-20.28,0.7857142857142857
MALAGASY_SAKALAVA_2,44.55,-19.7,0.8125
MALAGASY_SAKALAVA_AMBANJA,48.33,-13.67,0.8514851485148515
MALAGASY_SAKALAVA_MAINTIRANO,44.02,-18.07,0.9036144578313253
MALAGASY_SAKALAVA_MAJUNGA,46.32,-15.72,0.8842105263157894
MALAGASY_SAKALAVA_MORONDAVA,44.32,-20.28,0.8953488372093024
MALAGASY_SAKALAVA_VEZO_TOLIARA,44.38,-23.13,0.8235294117647058
MALAGASY_SIHANAKA,48.54,-17.47,0.8532110091743119
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,48.0,-22.1,0.8586956521739131
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,47.6,-23.32,0.8372093023255814
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,48.33,-21.22,0.8854166666666666
MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,48.8,-19.88,0.9444444444444444
MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,47.82,-22.8,0.8865979381443299
MALAGASY_TAIMORO,47.9,-22.5,0.8584905660377359
MALAGASY_TANDROY_1,46.14,-24.81,0.8282828282828283
MALAGASY_TANDROY_2,45.25,-25.6,0.8108108108108109
MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,46.08,-25.17,0.8942307692307693
MALAGASY_TANDROY_MAHAFALY_AMPANIHY,44.73,-24.68,0.8444444444444444
MALAGASY_TANOSY_TOLAGNARO,46.98,-25.03,0.8941176470588236
MALAGASY_TSIMIHETY,48.84,-15.9,0.8558558558558559
MALAGASY_TSIMIHETY_MANDRITSARA,48.82,-15.83,0.9207920792079208
MALAGASY_VEZO,44.3,-23.23,0.8279569892473119
MALAGASY_ZAFISORO,47.73,-22.34,0.8444444444444444
MALAGHETI_TALISE,160.17,-9.75,0.9090909090909091
MALAKONI_ENGGANO,102.27,-5.4,1.0408163265306123
MALANG,112.62,-7.97,1.2911392405063291
MALANGO,160.08,-9.58,0.8295454545454546
MALAPA,127.58,0.5,0.890625
MALAS,145.59,-4.73,1.4375
MALASANGA,147.08,-6.0,0.8791208791208791
MALAY,102.0,3.0,1.2234042553191489
MALAYALAM,76.5,10.0,1.225
MALAYALAM_2,76.5,10.0,1.3305785123966942
MALAYALAM_3,76.5,10.0,1.6875
MALAY_PATTANI,101.58,6.42,1.053191489361702
MALDIVIAN,73.5,4.17,1.1568627450980393
MALEU,148.4,-5.72,0.8313253012048193
MALEU_2,148.42,-5.72,0.9603960396039604
MALE_ETHIOPIA,36.92,6.0,1.05
MALE_PAPUANG,145.77,-5.47,1.2058823529411764
MALFAXAL,167.53,-16.56,1.4411764705882353
MALI,152.25,-4.83,1.2242990654205608
MALIENG,105.5,17.75,1.507936507936508
MALILA,33.35,-9.25,1.1304347826086956
MALINKE,-11.0,13.0,1.108695652173913
MALINKE_WESTERN_MANINKA,-12.9,13.26,1.2112676056338028
MALLAGORI_PASHTO,71.37,34.01,1.2222222222222223
MALMARIV,166.9,-15.29,0.9629629629629629
MALTESE,14.42,35.92,1.4177215189873418
MALTESE_ARABIC,14.42,35.92,1.7462686567164178
MALTO,87.64,24.81,1.1485148514851484
MALUA_BAY,167.2,-16.0,1.4339622641509433
MALUA_BAY_PETARMUR,167.19,-15.96,1.4528301886792452
MALVI,75.56,23.49,1.5
MAMANWA,125.5,9.42,1.2337662337662338
MAMARA_SENOUFO,-5.5,12.5,1.1125
MAMBAE,125.5,-8.83,0.7307692307692307
MAMBAI,13.92,9.5,1.1857142857142857
MAMBARE_RIVER,148.0,-8.25,0.8351648351648352
MAMBI,119.25,-2.75,1.0375
MAMBILA,11.5,6.75,1.45
MAMBILA_ATTA,11.5,6.75,1.3076923076923077
MAMBORU,119.5,-9.33,0.8970588235294118
MAMBWE,31.17,-9.08,1.359375
MAMBWE_LUNGU,31.2,-9.0,1.2027027027027026
MAMBWE_LUNGU_2,31.2,-9.0,1.2923076923076924
MAMPRULI,-0.67,10.33,1.4157303370786516
MAMUJU,119.0,-2.33,0.9902912621359223
MAMVU,29.0,3.25,0.7941176470588235
MAM_CABRICAN,-91.83,15.42,1.9166666666666667
MAM_CAJOLA,-91.83,15.42,1.7169811320754718
MAM_CONSEPCION_CHIQUIRICHAPA,-91.83,15.42,1.912280701754386
MAM_NORTHERN,-91.83,15.0,1.8
MAM_SANTA_BARBARA,-91.83,15.42,1.690909090909091
MAM_SANTIAGO_CHIMALTENANGO,-91.83,15.42,1.8245614035087718
MAM_SAN_GASPAR_IXCHIL,-91.83,15.42,1.8269230769230769
MAM_SAN_ILDEFONSO_IXTAHUACAN,-91.83,15.0,1.7666666666666666
MAM_SAN_JUAN_ATITLAN,-91.83,15.42,2.019607843137255
MAM_SAN_JUAN_OSTUNCALCO,-91.83,15.42,1.7538461538461538
MAM_SAN_MARTIN_SACATEPEQUEZ,-91.83,15.42,1.6521739130434783
MAM_SAN_MIGUEL_SIGUILA,-91.83,15.42,1.8148148148148149
MAM_SAN_PEDRO_NECTA,-91.83,15.42,1.9090909090909092
MAM_SAN_RAFAEL_PETZAL,-91.83,15.0,1.88
MAM_SAN_SEBASTIAN_H,-91.83,15.0,1.8363636363636364
MAM_TACANA_1,-92.13,15.3,1.7636363636363637
MAM_TACANA_2,-92.13,15.3,1.7083333333333333
MAM_TACANA_3,-92.13,15.3,1.7924528301886793
MAM_TECTITAN,-92.08,15.42,1.9038461538461537
MAM_TODOS_SANTOS_CUCHUMATAN_1,-91.5,15.5,1.7605633802816902
MAM_TODOS_SANTOS_CUCHUMATAN_2,-91.5,15.5,1.8245614035087718
MAM_TODOS_SANTOS_CUCHUMATAN_3,-91.5,15.5,1.984375
MANADONESE,124.83,1.5,1.0985915492957747
MANAM,145.0,-4.0,0.8
MANAMBU,142.83,-4.25,2.5641025641025643
MANAMBU_2,142.83,-4.25,1.4038461538461537
MANANGE,84.01,28.4,1.5535714285714286
MANCHU,127.5,49.5,1.09375
MANCHU_2,127.5,49.5,1.0144927536231885
MANCHU_3,127.5,49.5,1.0422535211267605
MANCHU_4,127.5,49.5,1.2419354838709677
MANDAN,-102.5,46.5,1.4142857142857144
MANDAR,119.08,-3.42,0.9278350515463918
MANDARA,152.0,-2.83,0.8842105263157894
MANDARIN,110.0,34.0,1.3289473684210527
MANDARIN_2,110.0,34.0,1.1481481481481481
MANDARIN_3,110.0,34.0,1.2153846153846153
MANDARIN_ANQING,117.03,30.51,1.0933333333333333
MANDARIN_BAICHENG,122.85,45.62,0.8736842105263158
MANDARIN_BAIHE,110.11,32.8,0.9587628865979382
MANDARIN_BAODING,115.46,38.87,0.84375
MANDARIN_BAOJI,107.23,34.36,0.6972477064220184
MANDARIN_BEIJING,116.4,39.9,1.0
MANDARIN_BIJIE,105.29,27.28,0.9759036144578314
MANDARIN_CANGZHOU,116.83,38.3,0.8762886597938144
MANDARIN_CHANGCHUN,125.32,43.81,0.851063829787234
MANDARIN_CHANGDE,111.69,29.03,0.9230769230769231
MANDARIN_CHENGDE,117.96,40.95,0.8876404494382022
MANDARIN_CHENGDU,104.07,30.67,0.9888888888888889
MANDARIN_CHIFENG,118.88,42.25,0.9148936170212766
MANDARIN_CHONGQING,106.91,29.43,0.9666666666666667
MANDARIN_DAGUAN,103.89,27.75,1.0731707317073171
MANDARIN_DALI,100.26,25.6,0.7746478873239436
MANDARIN_DALIAN,121.61,38.91,0.7974683544303798
MANDARIN_DAMING,115.13,36.29,0.8688524590163934
MANDARIN_DANDONG,124.39,40.13,0.8495575221238938
MANDARIN_DAXIAN,107.51,31.19,0.9125
MANDARIN_DEZHOU,116.36,37.44,0.96875
MANDARIN_DUNHUANG,94.66,40.14,0.9382716049382716
MANDARIN_FUYANG,115.81,32.89,0.8602150537634409
MANDARIN_GANSULIXIAN,104.84,34.21,0.8125
MANDARIN_GUILIN,110.28,25.28,0.6956521739130435
MANDARIN_GUIYANG_GUIZHOU,106.63,26.65,0.9550561797752809
MANDARIN_GUIYANG_HUNAN,112.73,25.75,0.6190476190476191
MANDARIN_HAILAER,119.73,49.21,0.8863636363636364
MANDARIN_HAMI,93.51,42.81,0.8571428571428571
MANDARIN_HANYUAN,102.65,29.34,0.9885057471264368
MANDARIN_HANZHONG,107.02,33.06,0.88
MANDARIN_HARBIN,126.53,45.8,0.9
MANDARIN_HEIHE,127.52,50.24,0.9789473684210527
MANDARIN_HONGAN,114.61,31.28,0.8584070796460177
MANDARIN_JIAMUSI,130.31,46.79,0.9805825242718447
MANDARIN_JINAN,116.98,36.67,0.8928571428571429
MANDARIN_JINING_SHANDONG,116.58,35.41,0.7674418604651163
MANDARIN_JINZHOU,121.12,41.09,0.873015873015873
MANDARIN_JISHOU,109.69,28.26,0.8888888888888888
MANDARIN_LAIZHOU,119.94,37.17,0.746268656716418
MANDARIN_LANGFANG,116.68,39.53,0.7611940298507462
MANDARIN_LANZHOU,103.83,36.06,0.9850746268656716
MANDARIN_LIANSHUI,119.26,33.78,1.1
MANDARIN_LIANYUNGANG,119.17,34.84,0.9387755102040817
MANDARIN_LIAOCHENG,115.99,36.46,0.9682539682539683
MANDARIN_LIJIN,118.25,37.49,0.9666666666666667
MANDARIN_LINGBAO,110.89,34.51,0.8536585365853658
MANDARIN_LIPING,109.13,26.23,0.9761904761904762
MANDARIN_LIUZHOU,109.42,24.33,0.8513513513513513
MANDARIN_LUOSHAN,114.51,32.2,1.0
MANDARIN_LUOYANG,112.45,34.62,0.9382716049382716
MANDARIN_MENGZI,103.36,23.39,0.7857142857142857
MANDARIN_MUPING,121.6,37.38,0.8631578947368421
MANDARIN_NANCHONG,106.11,30.83,0.8936170212765957
MANDARIN_NANJING,118.78,32.07,1.1411764705882352
MANDARIN_QINGDAO,120.38,36.06,0.7710843373493976
MANDARIN_QIQIHAER,123.91,47.35,1.0
MANDARIN_RONGCHENG,122.25,37.1,0.975609756097561
MANDARIN_SHANGQIU,115.65,34.41,0.926605504587156
MANDARIN_SHIJIAZHUANG,114.51,38.04,0.9473684210526315
MANDARIN_TANCHENG,118.25,34.34,0.7945205479452054
MANDARIN_TANGSHAN,118.18,39.63,0.9101123595505618
MANDARIN_TIANJIN,117.36,39.34,0.8977272727272727
MANDARIN_TIANMEN,113.16,30.65,0.7669902912621359
MANDARIN_TIANSHUI,105.72,34.58,0.8333333333333334
MANDARIN_TONGHUA,125.95,41.72,0.8735632183908046
MANDARIN_URUMQI,87.62,43.82,0.9753086419753086
MANDARIN_WANRONG,110.83,35.42,0.7789473684210526
MANDARIN_WENSHANG,116.48,35.73,0.8571428571428571
MANDARIN_WUHAN,114.3,30.6,1.0
MANDARIN_WUHU,118.43,31.35,1.0853658536585367
MANDARIN_WUMING,107.49,30.49,0.963855421686747
MANDARIN_XIAN,108.93,34.27,0.8673469387755102
MANDARIN_XIANGFAN,112.12,32.01,0.7843137254901961
MANDARIN_XICHANG,102.26,27.89,0.9072164948453608
MANDARIN_XINING,101.78,36.62,0.75
MANDARIN_XINYANG,114.09,32.14,1.0142857142857142
MANDARIN_XUZHOU,117.18,34.27,0.9259259259259259
MANDARIN_YANGGU,115.79,36.11,0.9473684210526315
MANDARIN_YANGZHOU,119.4,32.4,0.9545454545454546
MANDARIN_YANTAI,121.44,37.46,0.8414634146341463
MANDARIN_YICHANG,111.43,30.53,0.788135593220339
MANDARIN_YINCHUAN,106.28,38.47,1.0454545454545454
MANDARIN_YUANYANG,113.96,35.05,0.8627450980392157
MANDARIN_YUNLIAN,104.51,28.16,0.8888888888888888
MANDARIN_ZHAOTONG,103.71,27.33,0.8863636363636364
MANDARIN_ZHENGZHOU,113.62,34.74,0.8518518518518519
MANDARIN_ZHUCHENG,119.41,35.99,0.9102564102564102
MANDARIN_ZIGONG,104.77,29.33,0.9518072289156626
MANDARIN_ZUNYI,106.92,27.72,0.9052631578947369
MANDAYAN_BOSO,126.5,7.33,1.2027027027027026
MANDAYAN_ISLAM_PISO,125.17,6.83,1.1666666666666667
MANDA_2,34.7,-10.5,1.1486486486486487
MANDA_INDIA,83.83,19.83,1.3402061855670102
MANDER_2,138.83,-2.25,1.0957446808510638
MANDINKA,-16.0,13.42,1.203125
MANDINKA_3,-15.8,13.4,1.121212121212121
MANDINKA_4,-15.8,13.4,1.146341463414634
MANDI_CAMEROON,11.2,4.7,1.6216216216216217
MANDI_PAPUANG,143.75,-3.58,1.4558823529411764
MANDOBO_BAWAH,140.45,-6.37,1.4714285714285715
MANEHAS,9.77,4.78,1.5116279069767442
MANEM,140.83,-3.0,1.5892857142857142
MANG,103.0,22.25,1.3275862068965518
MANGA,146.67,-7.0,1.4516129032258065
MANGAP,148.08,-5.67,1.0897435897435896
MANGARAYI,133.5,-14.67,1.6125
MANGAS,9.76,10.08,1.901639344262295
MANGA_KANURI,10.0,14.0,1.2954545454545454
MANGBETU,26.5,2.5,0.9032258064516129
MANGBETU_2,26.5,2.5,0.8745519713261649
MANGBUTU,29.74,2.75,0.8181818181818182
MANGERR,133.17,-12.25,1.6896551724137931
MANGGALILI,135.5,-12.25,1.3461538461538463
MANGGARAI,120.33,-8.67,0.8611111111111112
MANGO,17.0,8.92,1.2857142857142858
MANGSHI_TAI,98.59,24.43,1.0972222222222223
MANIHIKI,-161.0,-10.08,0.8260869565217391
MANINKAKAN_EASTERN,-9.5,10.5,1.1168831168831168
MANJACA_CHURO,-16.25,12.0,1.103896103896104
MANJACA_COSTA_DE_BAIXO,-16.25,12.0,1.0206185567010309
MANJAKU_4,-16.13,12.15,1.565217391304348
MANJAKU_5,-16.13,12.15,1.475
MANJAKU_BASSAREL_2,-16.18,12.12,1.2916666666666667
MANJAKU_CHURO,-16.0,12.34,1.5217391304347827
MANJAKU_CHURO_2,-16.0,12.34,1.3333333333333333
MANKANYA_3,-15.7,12.1,1.490909090909091
MANKANYA_4,-15.7,12.1,1.7804878048780488
MANKON,10.0,6.2,1.0985915492957747
MANN,-9.0,7.0,0.9444444444444444
MANOBO_ATA,125.5,7.67,1.216867469879518
MANOBO_DIBABAWON,126.0,7.83,1.1785714285714286
MANOBO_ILIANEN,124.83,7.33,1.2023809523809523
MANOBO_KALAMANSIG_COTABATO,124.83,6.08,1.2435897435897436
MANOBO_SARANGANI,125.42,5.83,1.3205128205128205
MANOBO_TIGWA,125.08,7.67,1.2142857142857142
MANOBO_WESTERN_BUKIDNON,124.83,7.67,1.2784810126582278
MANO_MANN_2,-8.9,7.1,0.9696969696969697
MANSAKA,126.17,7.0,1.1923076923076923
MANSAKA_2,126.17,7.0,1.2238805970149254
MANSEHRA_HINDKO,73.2,34.33,1.32
MANSI,62.0,62.0,1.986842105263158
MANSOANKA,-15.17,12.25,1.510204081632653
MANTASTA_AHTENA,-143.0,62.92,1.6885245901639345
MANTAURAN,120.8,22.83,0.75
MANTAURAN_RUKAI,120.83,22.83,0.8529411764705882
MANTJILTJARA,125.08,-22.67,1.164835164835165
MANX,-4.5,54.17,1.542857142857143
MANZA,18.5,6.25,1.0434782608695652
MANZA_2,18.5,6.5,1.0384615384615385
MANZA_3,18.5,6.5,1.2830188679245282
MANZA_4,18.5,6.5,1.1097560975609757
MAONAN,108.0,24.96,1.26
MAORE,44.0,-12.0,0.9696969696969697
MAORI,176.0,-40.0,0.7547169811320755
MAPE,147.39,-6.32,1.0853658536585367
MAPE_2,147.39,-6.32,1.0769230769230769
MAPIDIAN_2,-59.62,1.91,0.8860759493670886
MAPOS,146.83,-6.92,1.4
MAPOYO,-67.0,6.0,0.9761904761904762
MAPRIK,143.0,-3.83,2.4318181818181817
MAPUDUNGUN,-72.0,-38.0,1.3444444444444446
MAPUDUNGUN_2,-72.0,-38.0,1.2820512820512822
MAPUDUNGUN_3,-72.0,-38.0,1.2916666666666667
MAPUN,118.5,7.0,1.173913043478261
MAQUIRITARI,-65.0,5.5,0.8620689655172413
MAQU_TIBETAN,102.07,34.0,1.7551020408163265
MARA,135.17,-15.0,1.368421052631579
MARAGUA,-65.43,-19.05,1.1724137931034482
MARAGUS,167.27,-16.06,1.4406779661016949
MARALANGO,146.33,-7.08,1.4125
MARANAO,124.3,7.83,1.0694444444444444
MARARBA,135.5,-12.25,1.2258064516129032
MARATHI,76.0,19.0,1.721311475409836
MARATHI_2,76.0,19.0,1.537037037037037
MARAU,161.17,-9.25,0.7727272727272727
MARDAN_PASHTO,72.04,34.2,1.3389830508474576
MARESHK_KHORASANI,59.57,36.8,1.5081967213114753
MARGI,13.0,11.0,1.3235294117647058
MARGU,132.58,-11.08,1.2268041237113403
MARI,145.83,-6.0,1.2577319587628866
MARIA,148.23,-9.9,0.6728395061728395
MARIA_CHIMALAPA,-94.68,16.9,1.4461538461538461
MARIA_MARANOMU_1,148.23,-9.9,0.7294117647058823
MARICOPA,-113.17,33.17,1.5576923076923077
MARINDINEESCH,140.17,-7.83,1.3389830508474576
MARINDUQUE_TAGALOG,121.0,15.0,1.3380281690140845
MARINO,168.06,-15.0,0.7721518987341772
MARKA,-4.08,13.25,1.0
MAROVO,157.8,-8.42,0.8928571428571429
MARPHATAN_THAKALI,83.45,29.0,1.4583333333333333
MARQUESAN_NUKUHIVA,-140.08,-8.92,0.6404494382022472
MARTUTHUNIRA,116.5,-20.83,1.0891089108910892
MARTU_WANGKA,126.0,-21.5,1.4390243902439024
MARU,98.5,23.5,1.3953488372093024
MARUBO,-72.5,-7.5,0.8255813953488372
MASABA,34.25,1.33,1.0119047619047619
MASABA_2,34.3,1.05,1.0235294117647058
MASALIT,22.0,13.33,1.2183098591549295
MASANA,15.5,10.5,1.0804597701149425
MASANA_POGO,15.25,10.25,1.1477272727272727
MASAN_WA,99.43,22.76,1.42
MASARWA_KAKIA,21.5,-24.0,1.537313432835821
MASARWA_TATI,26.0,-22.5,1.255813953488372
MASBATENYO,123.58,12.58,1.144578313253012
MASHAMI,37.1,-3.15,1.2131147540983607
MASHAMI_2,37.1,-3.15,0.9436619718309859
MASHAMI_3,37.1,-3.15,1.0
MASHAMI_4,37.1,-3.15,1.140625
MASHAMI_5,37.1,-3.15,1.2615384615384615
MASHAMI_6,37.1,-3.15,0.9722222222222222
MASHCO_PIRO,-70.75,-9.8,1.2523364485981308
MASHI_DRC,28.5,-2.5,1.1176470588235294
MASHI_NIGERIA,10.25,6.9,1.3513513513513513
MASHI_ZAMBIA,22.5,-16.5,1.0161290322580645
MASIRI,122.8,-5.7,0.9009009009009009
MASIWANG,130.5,-3.25,0.9855072463768116
MASKELYNES,167.85,-16.55,1.1529411764705881
MASMEDJE,19.25,13.08,1.0459770114942528
MASSEP,138.29,-1.75,0.9736842105263158
MATACO,-62.58,-22.5,1.392
MATAL,14.05,10.93,1.4027777777777777
MATAMOROS_MIXE,-96.0,17.5,1.849056603773585
MATANANGNGA,119.08,-3.08,1.054054054054054
MATBAT,130.2,-1.7,1.5740740740740742
MATENGO,34.9,-11.0,1.2222222222222223
MATEPI,145.63,-5.13,1.0
MATINDOR_MAHALI,85.32,23.4,1.2923076923076924
MATIS,-70.25,-4.42,1.0238095238095237
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN,-100.05,19.03,1.2692307692307692
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN_2,-100.05,19.03,1.0704225352112675
MATO,146.85,-5.9,1.0252100840336134
MATOKO_BOMITABA,17.5,1.67,1.0655737704918034
MATORISCH,100.0,53.0,1.2283464566929134
MATO_NO_UWE,122.75,-5.6,0.8888888888888888
MATSES,-73.25,-5.42,1.086021505376344
MATTOLE,-124.17,40.17,1.8125
MATUKAR,145.8,-4.92,1.0649350649350648
MATUUMBI,38.9,-8.6,1.1911764705882353
MAUKAKAN,-7.87,8.23,1.3095238095238095
MAUTUTU,150.7,-5.78,0.7570093457943925
MAWAK,145.33,-4.61,1.1685393258426966
MAWAN,145.59,-5.2,0.9855072463768116
MAWAYANA,-59.0,1.0,0.9680851063829787
MAWES,139.33,-2.17,1.1546391752577319
MAWNG,133.5,-11.92,1.5061728395061729
MAWO_QIANG,103.17,32.06,1.4342105263157894
MAXAKALI,-40.0,-18.0,1.5416666666666667
MAXINERI,-70.25,-10.67,1.2921348314606742
MAYA_YUCATAN,-89.0,20.0,1.4761904761904763
MAYA_YUCATECA,-89.0,20.0,1.625
MAYI_THAKURTI,140.63,-20.0,1.3416666666666666
MAYI_YAPI,140.61,-19.25,1.314516129032258
MAYKULAN,141.46,-18.56,1.3232323232323233
MAYO,-108.0,26.0,1.1063829787234043
MAYOGO,28.17,3.17,0.9466666666666667
MAYOGO_2,29.0,3.2,0.8787878787878788
MAYOGO_3,29.0,3.2,1.1724137931034482
MAYOGO_4,29.0,3.2,0.927536231884058
MAYOGO_5,29.0,3.2,0.9710144927536232
MAYO_LOS_CAPOMOS,-108.0,26.0,1.025974025974026
MAYRINAX_ATAYAL,121.33,24.5,1.4431818181818181
MAZAHUA,-99.9,19.35,1.4701492537313432
MAZAHUA_CENTRAL,-99.92,19.42,1.368421052631579
MAZATEC_CHIQUIHUITLAN,-96.92,17.75,1.3164556962025316
MAZATLAN_DE_FLORES,-96.92,18.0,1.4
MAZHELONG_BAI,99.38,25.88,1.2419354838709677
MA_2,27.1,3.7,1.1666666666666667
MBA,25.0,1.0,1.1194029850746268
MBABARAM,145.0,-17.17,1.6
MBAELELEA,160.67,-8.42,0.7625
MBAENGGUU,160.75,-8.42,0.7926829268292683
MBAHAM,132.67,-3.0,1.635135135135135
MBALA,18.0,-5.0,1.1194029850746268
MBALANGWE,24.92,-17.75,1.2153846153846153
MBALANHU,15.0,-17.5,0.9830508474576272
MBALA_3,18.0,-5.0,1.1842105263157894
MBALA_4,18.0,-5.0,1.0769230769230769
MBALA_5,18.0,-5.0,1.121212121212121
MBALA_6,18.25,-5.0,1.234375
MBAMA,13.65,-2.7,1.2769230769230768
MBAMBA_1,14.0,-0.92,1.15625
MBAMBA_2,14.0,-0.92,1.0149253731343284
MBAMBA_LIWEME,14.0,-0.92,0.803030303030303
MBAMBA_SIBITI,14.0,-0.92,0.8115942028985508
MBANGWE,13.58,-2.5,1.0655737704918034
MBANIATA,157.5,-8.67,0.7835051546391752
MBANIATA_2,157.5,-8.67,0.7452830188679245
MBANZA,20.83,3.5,1.0757575757575757
MBANZA_2,18.5,3.5,1.082191780821918
MBANZA_3,18.5,3.5,1.105263157894737
MBANZA_BOMITABA,17.5,1.67,1.05
MBARA_2,15.42,11.0,1.45
MBAREKE,158.0,-8.58,0.9222222222222223
MBATO,-3.69,5.34,0.6235294117647059
MBA_2,25.3,1.0,1.1016949152542372
MBA_NDUNGA_LE,21.5,2.15,1.1967213114754098
MBE,8.83,6.58,1.0612244897959184
MBEDAM,13.92,10.42,1.696969696969697
MBEDE_2,14.0,-0.5,1.0
MBELIME,0.92,10.5,0.9586776859504132
MBEMBE,8.42,6.08,0.9193548387096774
MBERE_2,19.8,6.67,0.8539325842696629
MBESA,22.75,1.67,1.042857142857143
